Progress,Duration (in seconds),Finished,UserLanguage,consent,Trolley1 ,TTrolley1_First Click,TTrolley1_Last Click,TTrolley1_Page Submit,TTrolley1_Click Count,Q204,Q205_First Click,Q205_Last Click,Q205_Page Submit,Q205_Click Count,Q206,Q207_First Click,Q207_Last Click,Q207_Page Submit,Q207_Click Count,Q208,Q209_First Click,Q209_Last Click,Q209_Page Submit,Q209_Click Count,TrolleySelfSacrifice,TTrolleySelfSacr_First Click,TTrolleySelfSacr_Last Click,TTrolleySelfSacr_Page Submit,TTrolleySelfSacr_Click Count,TrolleyFatMan,TTrolleyFatMan_First Click,TTrolleyFatMan_Last Click,TTrolleyFatMan_Page Submit,TTrolleyFatMan_Click Count,TrolleySelfOrOther,TTrolleySelfOrOther_First Click,TTrolleySelfOrOther_Last Click,TTrolleySelfOrOther_Page Submit,TTrolleySelfOrOther_Click Count,SurDem,Q177_First Click,Q177_Last Click,Q177_Page Submit,Q177_Click Count,ReasonSurDem,SurDemAut,Q178_First Click,Q178_Last Click,Q178_Page Submit,Q178_Click Count,ReasonSurDemAut,SurGen,Q179_First Click,Q179_Last Click,Q179_Page Submit,Q179_Click Count,ReasonSurGen,SurDemAutFuture,Q180_First Click,Q180_Last Click,Q180_Page Submit,Q180_Click Count,ReasonSurDemAutFutur,TimeVPS_First Click,TimeVPS_Last Click,TimeVPS_Page Submit,TimeVPS_Click Count,VirtualPublicSearch,TimeVSSur_First Click,TimeVSSur_Last Click,TimeVSSur_Page Submit,TimeVSSur_Click Count,VirtualSecretSurv,TimeVSS_First Click,TimeVSS_Last Click,TimeVSS_Page Submit,TimeVSS_Click Count,VirtualSecretSearch,TimePSSur_First Click,TimePSSur_Last Click,TimePSSur_Page Submit,TimePSSur_Click Count,PhysicalSecretSur ,TimePSS_First Click,TimePSS_Last Click,TimePSS_Page Submit,TimePSS_Click Count,PhysicalSecretSearch,TimePPS_First Click,TimePPS_Last Click,TimePPS_Page Submit,TimePPS_Click Count,PyhicalPublicSearch,TimingPrivacyComp_First Click,TimingPrivacyComp_Last Click,TimingPrivacyComp_Page Submit,TimingPrivacyComp_Click Count,PrivacyComparison_1,PrivacyComparison_2,PrivacyComparison_3,TimingFreeTextCompt_First Click,TimingFreeTextCompt_Last Click,TimingFreeTextCompt_Page Submit,TimingFreeTextCompt_Click Count,FreeTextComp,Q5_First Click,Q5_Last Click,Q5_Page Submit,Q5_Click Count,Q6_4_TEXT,Q11_First Click,Q11_Last Click,Q11_Page Submit,Q11_Click Count,Q130_1,Q130_2,feedback,mobile
100,765,True,DE,I consent,Yes,16.435,16.435,17.37,1,No,21.141,22.104,40.365,2,No,19.652,19.652,26.662,1,No,20.587,20.587,21.773,1,No,10.962,10.962,11.764,1,No,19.565,19.565,20.288,1,"Yes, onto the track with the other person",9.297,9.297,28.252,1,Yes,21.121,23.522,24.217,2,,Yes,19.782,20.272,20.72,2,,Yes,11.348,11.348,11.854,1,Safety>privacy,Yes,19.447,20.038,21.167,2,,12.941,12.941,13.54,1,Yes,9.925,9.925,10.831,1,Yes,9.686,9.686,10.194,1,Yes,12.416,12.416,14.19,1,No,12.194,23.996,28.939,3,No,11.18,11.18,12.488,1,Yes,21.016,90.466,91.493,25,3,5,4,10.037,43.513,60.687,2,1 time < interval,1.764,43.707,45.56,13,,13.255,14.114,15.238,2,Agree completely,Agree completely,,no
100,801,True,DE,I consent,Yes,27.82,27.82,28.692,1,No,15.608,15.608,16.259,1,No,13.604,13.604,14.178,1,No,42.701,42.701,43.759,1,No,17.049,17.049,22.662,1,No,15.442,15.442,16.121,1,"Yes, onto the track with the other person",22.021,22.021,22.567,1,No,17.025,17.025,18.101,1,Zu viel Macht beim Staat ,No,19.775,19.775,21.823,1,Die negativen Konsequenzen für Aktivisten im Autokrantischen staat überwiegen meiner Meinung nach.,No,32.307,33.303,33.358,3,"Das scheint etwas utopisch. und da die Geräte ein Teil von unserem Alltag geworden sind, denke ich nicht, dass dort Privatsphäre keine Rolle spielen sollte.",Yes,28.739,28.739,30.314,1,"Das Risiko ist nicht näher spezifiziert und ich vertraue in die Demokratie genug, um die negativen Auswirkungen von Kindesmissbrauch höher stellen zu können (Schützenswerter).",5.835,5.835,7.773,1,Yes,6.796,6.796,9.194,1,No,7.882,7.882,8.817,1,No,6.487,6.487,7.126,1,No,7.583,7.583,8.157,1,No,33.343,33.901,33.951,2,Yes,5.893,76.052,76.529,21,4,3,3,2.63,108.541,108.5,14,Wohnraum ist eindeutig notwendiger als meine digitale Identität (momentan zum mindest noch),3.608,38.932,41.163,19,,6.425,6.425,7.6,1,Agree completely,Agree completely,,yes
100,825,True,EN,I consent,No,12.436,14.754,22.955,2,No,29.389,29.389,30.163,1,No,10.705,11.338,11.419,2,No,3.499,17.508,20.311,2,No,4.926,4.926,5.559,1,No,5.497,5.497,6.114,1,"Yes, onto the track with myself",25.089,26.289,26.316,2,Yes,20.396,33.279,39.486,5,"Any activists who are athorn in the side of a _truly_ democratic country, are by definition antidemocratic/terrorists, I see no problem surveiling those.",No,11.469,11.469,12.089,1,Compromising all future endeavours to overthrow an autocratic government is not worth it.,No,11.685,11.685,12.387,1,"I am very sure, there is a way to do this without completely removing all privacy. So this sounds like a lie agencies are telling to get rid of all privacy",No,5.644,5.644,6.171,1,"This is the main problem I have with any surveillance software. Even if the people designing it are ""good"", there is no guarantee it stays that way",6.279,6.279,6.813,1,Yes,3.409,3.409,4.368,1,Yes,2.729,2.729,3.699,1,Yes,2.97,2.97,3.763,1,Yes,16.947,16.947,17.405,1,Yes,2.49,2.49,4.285,1,Yes,3.101,45.661,46.722,12,2,2,2,3.966,63.633,114.919,4,"My answer would have been different 15 years ago. Nowadays people don't keep their secrets (e.g. bank details) on paper, they keep them on their phone. Likewise we don't send private letters anymore,but private emails. This leads me to bias my answer towards computers, instead of the residency",3.971,25.487,26.301,11,,2.714,2.714,3.4,1,Agree somewhat,Agree completely,You forgot to remove the AI prompts in some places :),yes
100,845,True,EN,I consent,Yes,8.989,8.989,11.21,1,Yes,33.804,33.804,37.476,1,No,10.342,13.209,14.15,2,Yes,73.411,73.411,74.233,1,Yes,8.596,8.596,11.085,1,No,34.383,34.383,35.121,1,"Yes, onto the track with the other person",29.409,29.409,31.783,1,Yes,36.424,36.424,39.092,1,"If we assume a democratic country, these journalist would come to court and would then probably be free again. It would suck but the problem solved is greater",No,20.278,20.278,21.417,1,"These activist might be executed upon installing the software on their phones, harm is extrem ",No,10.218,10.218,10.989,1,Harm would not outweigh the benefit ,Yes,12.099,12.099,12.788,1,The country is still democratic. We can still hope for the best and even if the government is overturned the activist can still flee,3.232,5.132,6.301,3,Yes,9.202,9.202,10.259,1,No,6.108,9.79,10.462,2,Yes,17.865,18.415,20.559,2,No,8.808,8.808,10.748,1,Yes,25.632,25.632,26.686,1,Yes,6.761,74.392,75.633,17,4,2,5,20.142,29.519,89.871,2,The information gained nowadays is completely different. Our online life might differ extremely from the offline one. E.g. We might life „a normal life“ but would be online activist,5.119,25.7,27.809,12,,11.012,11.012,11.701,1,Agree completely,Agree completely,,yes
100,839,True,EN,I consent,Yes,10.12,10.12,10.88,1,No,22.1,22.1,55.382,1,Yes,17.643,17.643,19.614,1,No,15.839,15.839,18.553,1,No,17.636,17.636,18.389,1,No,1.962,21.634,22.563,3,No,20.899,30.38,31.005,2,Yes,19.126,19.626,20.739,2,,Yes,35.571,35.571,36.048,1,,No,10.342,10.342,11.186,1,May be we can conduct some on device AI based crime detection and only then let access to the authorities?,No,18.366,18.366,18.806,1,,10.599,10.599,12.101,1,Yes,10.508,10.508,11.017,1,No,8.932,8.932,10.476,1,No,3.633,6.54,7.132,3,No,6.8,6.8,8.425,1,No,16.384,16.384,17.605,1,Yes,5.695,50.375,50.984,25,4,3,3,3.701,205.766,234.03,3,As far as I am aware the search of living space can be crucial in some senario since it can be immediate threat to the society. Whereas mobile sesrch could be helpful but it all the reasonable suspensions can be resolve indirectly. E.g if there is a risk of terrorism then police if fully patrolling the region would eliminate the risk already. ,2.342,34.254,35.128,16,,3.914,3.914,5.248,1,Agree completely,Agree somewhat,Please provide option to move to previous question because in some question I accidentally tapped the option. ,yes
100,819,True,EN,I consent,No,11.771,11.771,12.611,1,No,10.967,10.967,12.158,1,No,15.81,15.81,17.435,1,No,2.826,42.445,43.598,8,No,15.176,15.176,16.101,1,No,11.957,11.957,13.048,1,No,31.949,51.082,51.923,3,No,17.226,43.825,45.618,13,since it explicitly mentions that activists could face negative consequences,No,7.988,17.305,17.807,5,"since it is against a certain set of people - activists
",Yes,6.667,23.633,24.392,3,"the advantage here is more than the concern of privacy, which is already being violated by man software. Moreover, there will be a lot of data, so a single person's data wouldn't matter and really won't be analyzed by individuals. ",No,18.27,18.988,19.464,2,since it is mentioned that it will be used against the activists,9.479,15.195,16.556,6,No,7.531,8.015,9.139,2,No,10.303,16.487,17.479,4,No,12.179,12.179,14.085,1,No,6.565,6.565,7.824,1,No,9.162,9.162,10.154,1,No,12.126,35.876,38.817,4,2,3,2,4.499,4.499,41.791,1,now a days our smartphones and computers contain much more sensitive information than the living spaces,3.727,25.994,28.22,5,,3.326,4.559,6.084,2,Agree somewhat,Agree completely,,no
100,837,True,EN,I consent,Yes,13.924,13.924,24.377,1,Yes,15.142,17.403,18.301,2,No,29.756,29.756,33.276,1,Yes,13.07,13.07,13.797,1,Yes,14.101,14.819,15.56,2,Yes,38.853,38.853,39.641,1,"Yes, onto the track with the other person",38.716,43.078,44.196,3,No,15.403,15.403,16.301,1,Same argument as before,No,21.548,21.548,22.585,1,Same answer as before,No,10.372,10.372,11.001,1,Same answer as before. The risk of misuse is way to high,No,37.379,37.379,38.06,1,The future potential risk outweighs the current gains.,18.919,18.919,20.2,1,Yes,17.153,17.153,18.193,1,No,35.309,35.858,36.681,2,No,10.669,10.669,11.388,1,No,14.282,14.282,14.951,1,No,17.253,17.253,18.4,1,Yes,15.151,16.619,30.566,3,3,3,3,19.38,32.875,103.274,2,"In my opinion, there isn't that much difference, especially as one can find many parallels between the two",1.775,33.503,37.105,13,,6.052,6.052,17.2,1,Agree completely,Agree completely,,yes
100,836,True,EN,I consent,Yes,14.765,15.204,16.287,2,No,22.956,23.728,24.305,2,No,15.019,17.174,17.868,2,No,12.281,12.281,13.432,1,No,12.77,12.77,13.875,1,No,9.271,9.271,14.8,1,"Yes, onto the track with the other person",42.541,42.541,44.075,1,No,13.053,13.053,14.364,1,Again child abuse seems like an excuse to build the tool and use it for other stuff to,No,26.478,26.478,27.113,1,Preventing child abuse seems more like a excuse to build the tool and use it for other purposes later on,No,8.631,8.631,9.69,1,I like piracy,No,14.55,14.55,15.22,1,"Again, and as stated in previous explanations. this is the exact problem",8.404,8.404,9.408,1,Yes,6.233,9.325,10.274,2,Yes,1.979,1.979,3.537,1,No,2.94,2.94,4.473,1,No,2.902,2.902,4.128,1,No,18.41,18.41,26.879,1,Yes,14.637,29.243,30.42,5,4,2,3,1.31,22.893,193.718,2,phones and computers nowadays hold way more information about an individuals life and all their communications.,1.862,31.959,32.655,5,,7.574,7.574,9.045,1,Agree somewhat,Agree somewhat,,no
100,893,True,EN,I consent,Yes,17.701,17.701,18.661,1,No,13.601,13.601,14.436,1,No,48.742,48.742,49.444,1,Yes,8.6,8.6,9.301,1,No,11.001,11.001,11.6,1,No,13.701,13.701,14.533,1,No,8.711,28.2,31.031,2,No,11.889,11.889,13.247,1,It changes democratic government to anocratic and will be used by ever changing goals of government ,No,14.901,14.901,15.803,1,Same as before. Surveillance can be and in this example will be used not only to protect but also to control ,No,7.601,7.601,8.927,1,It's same as having no privacy at all. ,No,21.196,21.196,21.984,1,Surveillance can be used for different purposes than stated even in democratic country. ,9.386,17.109,28.788,3,No,6,6,6.789,1,No,14.456,14.456,16.807,1,No,5.185,5.185,5.773,1,No,7.997,7.997,8.932,1,No,30.601,30.601,32.342,1,No,20.589,48.311,52.112,6,3,1,3,5.51,86.508,86.995,9,There is none. Phone computer is digital privacy while residence is the usual privacy. Therefore both of them are equal and have no difference ,6.095,50.99,57.37,14,,6.1,6.939,10.89,2,Agree completely,Agree somewhat,,yes
100,901,True,EN,I consent,Yes,23.384,23.384,24.268,1,No,16.478,16.478,17.265,1,No,16.405,16.405,17.117,1,Yes,12.314,12.314,13.101,1,No,22.784,22.784,23.424,1,No,13.81,13.81,14.481,1,"Yes, onto the track with the other person",32.2,32.2,35.876,1,Yes,9.852,9.852,10.426,1,I believe the benefit outways. I think the risk of activity being unjustly treated is rather low ,No,36.507,36.507,39.357,1,"I am torn between yes and no, however I ultimately decided for no, due to me hoping for a better solution to the problem than the presented one ",Yes,19.902,19.902,20.415,1,"Digital crime entails many different aspects, and would also impact ""real life"" crimes, such as the mob, human trafficking etc. I value the complete end of this as higher than my digital privacy ",Yes,15.271,15.271,16.063,1,"It would of course depend on how high the risk is, etc. But I think the benefit outways, with the chance of having ""no"" negative side effect. ",5.217,5.217,6.619,1,Yes,30.699,30.699,31.627,1,Yes,4.503,4.503,5.016,1,Yes,5.021,5.021,5.591,1,Yes,8.905,8.905,9.496,1,Yes,4.745,5.621,6.725,2,Yes,13.979,127.158,127.633,22,2,4,4,9.352,81.824,84.101,5,The main difference would be for me the secret search or rather surveillance while living there. Surveillance would include very private or intimate moments. Versus a one time search while the person isn't actually there seems alot less intimate to me. There the phone would contain more intimate information. ,1.644,29.276,30,16,,7.317,10.096,10.863,2,Agree somewhat,Agree completely,,yes
100,1517,True,EN,I consent,No,8.7,8.7,9.234,1,Yes,18.572,19.639,20.291,3,No,9.102,13.718,17.269,4,Yes,15.164,15.164,18.034,1,Yes,12.472,13.122,13.623,2,No,28.336,28.801,29.187,2,"Yes, onto the track with myself",25.466,25.783,27.294,2,Yes,20.552,23.633,24.236,3,"Child abuse is a bigger threat to society than the issues activists tend to discuss, thus it is better that child abusers are caught and punished.
",Yes,18.126,20.312,21.029,2,Same answer as in the previous related question. Child abuse is a serious crime that needs to be resolved.,Yes,12.283,12.283,14.819,1,If I’m not committing any crime I don’t have any thing to hide. People committing these crimes should be given the right punishment,Yes,70.009,70.493,70.945,2,,1.814,1.814,6.643,1,Yes,6.944,7.659,8.424,2,No,4.931,5.88,6.882,2,No,4.804,9.419,9.443,2,Yes,1.332,7.197,8.517,3,No,7.814,39.336,39.69,4,No,16.264,35.025,35.047,6,4,5,5,19.103,39.03,39.042,19,,4.69,34.73,37.181,21,,4.084,11.296,12.785,6,Agree completely,Agree completely,,yes
100,844,True,EN,I consent,Yes,11.922,14.214,15.557,2,Yes,10.282,18.578,20.01,2,No,32.1,32.1,34.092,1,Yes,16.456,16.456,19.089,1,No,10.969,10.969,20.604,1,Yes,12.506,12.506,15.102,1,"Yes, onto the track with the other person",42.735,42.735,44.708,1,Yes,0.046,19.656,21.124,3,"For small sacrifice, greater good are achieved. Only child abusers will protest against such system anyway",Yes,42.85,42.85,44.302,1,Because people can be safe with the creation of the software. If an autocratic government is misusing it then It's just a failure of governance not the software's fault.,No,19.325,19.325,20.723,1,No privacy means access of all the sensor of your device which is not considering the consent of the user,Yes,33.173,33.173,35.334,1,"Again, governance failure has nothing to do with software creation",11.506,11.506,13.195,1,No,7.241,7.241,9.332,1,No,6.815,6.815,8.87,1,No,8.061,8.061,9.901,1,No,8.968,8.968,13.65,1,No,4.564,10.608,12.573,2,Yes,22.029,32.829,34.526,3,4,5,4,3.317,27.734,50.429,3,Searching residencies often lead to destruction of property while searching smartphone is not.,9.125,43.322,45.984,7,,1.236,3.237,5.18,2,Agree completely,Agree completely,,no
100,975,True,EN,I consent,Yes,5.366,5.366,6.475,1,Yes,32.589,32.589,34.222,1,No,20.088,20.088,23.268,1,Yes,7.147,7.993,21.377,2,Yes,13.137,13.137,14.276,1,No,22.419,28.97,30.312,2,"Yes, onto the track with myself",94.846,94.846,96.51,1,No,22.165,22.165,25.249,1,"Even if the country is democratic, there still could be people who might misuse the software.",No,16.835,16.835,18.132,1,,No,6.43,17.603,18.85,2,fear of misuse,No,23.262,23.262,29.71,1,"It is not worth to sacrifice the privacy and safety of the activists, to save the children. ",3.801,3.801,5.422,1,Yes,6.758,6.758,8.648,1,No,11.875,11.875,13.196,1,No,3.137,3.137,4.581,1,No,13.224,13.224,14.869,1,Yes,2.638,23.435,28.077,2,Yes,13.704,28.071,30.201,4,3,3,2,3.826,157.087,157.092,10,,4.44,28.598,30.25,6,,11.985,11.985,13.179,1,Agree completely,Agree completely,,no
100,861,True,EN,I consent,Yes,14.179,15.148,15.779,2,No,12.529,12.529,13.641,1,No,11.65,11.65,15.092,1,Yes,16.485,16.485,24.896,1,Yes,45.664,45.664,46.82,1,Yes,16.224,16.224,17.168,1,"Yes, onto the track with the other person",45.138,45.138,46.377,1,No,19.265,19.265,20.224,1,"As mentioned previously, the political state of a country does not matter in that case. Democratic governments can also abuse this feature.",No,20.775,20.775,22.235,1,"If such a feature is built into apps, it will be very hard to comply with privacy guidelines, as stated in the example. Therefore, governmental agencies can misuse/abuse this feature and cause more harm than doing good - everybody can be subject to illegal surveillance.",No,10.718,10.718,11.629,1,,No,7.522,19.052,23.445,2,"I think the political state of a country does not matter that much, it does not offer insurance whether such a feature would be misused. ",15.797,15.797,16.773,1,Yes,15.361,15.361,16.239,1,No,8.912,8.912,9.709,1,No,15.458,15.458,20.026,1,No,8.866,42.601,43.763,21,Yes,11.665,11.665,12.876,1,Yes,9.285,22.002,23.181,3,2,2,2,1.774,47.909,92.07,3,"The barrier of coming to ones residence is significantly higher than surveilling a digital device. Furthermore, i think there is much more vulnerable/sensitive data within the realm of digital use, compared to analog information, such as documents.",7.596,41.731,43.082,5,,8.061,8.061,10.229,1,Agree completely,Agree completely,,no
100,912,True,DE,I consent,Yes,6.32,6.32,9.634,1,No,17.288,17.288,20.552,1,No,25.559,25.559,26.853,1,Yes,18.438,18.438,19.921,1,No,8.565,8.565,9.393,1,Yes,22.752,24.389,25.637,2,"Yes, onto the track with the other person",20.737,20.737,22.265,1,Yes,10.754,10.754,11.991,1,Wer sicher verschlüsseln will bekommt das in. Not worth it,No,58.319,59.063,59.936,2,"Wer sicher verschlüsseln und schützen will, bekommt das hin. Es werden zwar so mehr Leute gefasst, aber wahrscheinlich nur ""kleine Fische"". Der Einschnitt in die Privatsphäre ist größer, und das Potential dass es in der Demokratie missbraucht wird ebenfalls zu groß.",No,10.291,10.291,13.482,1,Wer sicher verschlüsseln will bekommt das hin. Es gibt keine allumfassende Überwachung,No,8.447,8.447,9.417,1,"Wer sicher verschlüsseln will, bekommt das hin",21.151,21.151,25.672,1,Yes,8.414,8.414,35.383,1,No,44.48,61.57,62.326,5,No,5.553,14.989,17.671,2,Yes,8.35,8.35,11.322,1,Yes,3.095,3.095,3.957,1,Yes,15.052,29.073,30.089,3,3,2,2,2.112,122.658,146.948,3,"Überwachung von digitalen Geräten geht einfach on scale und kann leichter missbraucht werden. Überwachung von Wohnräumen ist nicht einfach skalierbar. Falls es doch missbraucht wird und öffentlich gemacht wird, können Menschen sich einfacher damit identifizieren (mehr Leute wissen, was es heißt zu Hause ausspioniert zu werden, als online ausspioniert zu werden) und protestieren dagegen. Der Druck auf den Staat, das nicht noch mal zu missbrauchen, ist höher.",2.005,19.841,22.868,5,,4.412,4.412,5.477,1,Agree somewhat,Agree completely,"Ein zurück Button wäre gut, manchmal will ich Fragen vergleichen oder gucken, dass ich tatsächlich das angeklickt hab was ich wollte.",no
100,982,True,EN,I consent,Yes,3.367,12.184,13.09,2,Yes,30.491,30.491,46.086,1,No,15.61,15.61,16.717,1,Yes,7.198,9.433,9.455,2,Yes,19.234,19.234,20.088,1,Yes,41.128,46.249,47.001,3,"Yes, onto the track with myself",77.449,97.535,99.544,2,Yes,14.694,14.694,15.668,1,,Yes,24.999,24.999,27.839,1,,No,21.813,21.813,22.724,1,Because there might be a specific target that happened to be involved in crime but the cost of privacy will effect all of us,Yes,15.593,15.593,16.932,1,The people mind can be changed in one night about a country and media but the bad crime will be erased so no problem in autocrats country,9.477,12.581,13.519,3,Yes,5.963,5.963,6.71,1,No,7.189,7.189,8.03,1,Yes,7.031,7.031,7.769,1,No,15.016,27.117,27.887,2,No,27.515,27.515,28.349,1,No,1.939,146.687,148.284,36,3,4,4,2.329,12.655,76.327,2,Because once you have access to my data such as my family photos you will have it for ever nit once you come to my residence and see my wife and kids face you will forget in 5 days how beautiful she was,4.981,43.551,48.19,12,Man outside this matrix ,5.945,5.945,6.732,1,Agree somewhat,Agree somewhat,"Please add the back option I know you are using third party but please you can contact them as there is no option to go back 

Otherwise all was good",yes
100,930,True,EN,I consent,Yes,17.917,17.917,18.736,1,Yes,17.235,17.235,17.838,1,Yes,37.96,38.71,38.733,2,Yes,8.874,10.574,12.36,2,Yes,19.511,19.511,19.952,1,Yes,38.638,38.638,39.175,1,"Yes, onto the track with myself",28.572,28.572,29.544,1,Yes,23.854,23.854,24.478,1,,Yes,36.445,36.445,36.835,1,,Yes,16.168,16.168,18.22,1,,Yes,42.626,47.177,48.281,3,,22.198,22.198,22.57,1,Yes,10.329,10.546,12.634,2,No,27.154,27.154,27.643,1,No,22.302,22.302,22.789,1,No,13.102,13.102,13.573,1,No,13.434,13.434,13.89,1,No,12.438,166.803,168.295,18,4,3,3,1.67,20.735,20.745,8,,8.932,88.525,90.559,30,,54.021,54.021,55.235,1,Agree somewhat,Agree completely,,yes
100,1001,True,DE,I consent,No,17.13,17.13,17.678,1,Yes,11.311,28.653,29.299,2,No,6.624,9.902,10.673,2,Yes,2.303,10.341,11.088,2,No,19.46,19.46,20.107,1,No,17.433,17.433,19.086,1,No,11.376,12.409,13.448,2,No,0.909,12.971,14.798,4,Generalverdacht und Missbrauch des Systems,No,14.665,20.864,25.831,5,Generalverdacht ist in beiden politischen Systemen schlecht,No,8.105,8.105,11.77,1,Auch hier stehen alle Personen unter Generalverdacht und diese Maßnahme ist nicht verhältnismäßig ,No,10.643,18.459,19.119,2,"Unabhängig von der Wahrscheinlichkeit, dass das Land autokratisch wird bin ich gegen Allgemeinverdacht. Ausserdem kann es immer schlechte Akteure geben die auch vorher dass System missbrauchen.",29.78,31.466,33.133,2,Yes,8.211,8.211,8.811,1,No,3.085,3.085,3.764,1,No,11.741,16.651,17.157,5,Yes,4.492,5.488,6.903,2,No,22.91,22.91,23.511,1,Yes,2.845,46.367,47.003,15,4,4,4,16.136,274.668,294.902,14,Smartphones und Computer sind Nutzgegenstände. Wohnraum ist einer der intimsten und am meist zu schützenden „Dinge“.  ,1.536,35.473,37.103,15,,3.512,3.512,6.528,1,Agree completely,Agree completely,,yes
100,997,True,EN,I consent,No,20.893,20.893,22.69,1,Yes,42.375,73.794,74.301,2,Yes,35.796,36.592,37.701,2,Yes,9.401,9.401,9.901,1,No,45.555,97.71,98.2,3,No,22.09,22.697,23.475,2,No,36.318,36.318,37.3,1,No,37.002,37.002,38.395,1,,No,44.764,45.979,46.871,2,"I believe in the long run, if the people in power are fair and won by fair means, it will eventually bring all sought of crimes down. Building such a software will be unfair. ",No,30.002,30.002,30.787,1,,No,25.301,25.301,26.001,1,,6.953,6.953,7.666,1,Yes,25.415,25.415,26.487,1,Yes,5.594,5.594,6.101,1,Yes,8.522,8.522,8.918,1,Yes,4.167,4.167,4.897,1,Yes,9.49,10.123,12.583,2,Yes,4.156,58.896,59.344,11,4,5,5,1.67,23.01,86.3,7,I believe search of residences can have a very bad impact on human mind. It causes a state of stress and anxiety. ,4.897,38.261,39.37,14,,16.59,16.59,17.301,1,Agree somewhat,Agree completely,,yes
100,996,True,DE,I consent,Yes,1.468,12.242,13.542,2,No,25.757,25.757,27.717,1,No,5.84,17.886,19.8,2,No,22.919,28.881,30.017,2,No,11.768,11.768,13.361,1,No,23.417,23.417,25.332,1,"Yes, onto the track with the other person",36.868,67.306,68.869,2,No,12.652,12.652,14.719,1,Dies bietet böswilligen Staatsakteuren zu viele Möglichkeiten der Unterdrückung.,No,13.314,13.314,14.708,1,Kritik und Änderung einer schlechten Regierungsform wäre damit nicht mehr möglich.,No,16.44,16.44,17.97,1,"Totale Überwachung erlaubt totale Kontrolle, falls böswillige Akteure dies benötigen.",No,24.528,24.528,27.2,1,Der Vorteil der Sicherheit ist geringer als der potentielle Schaden in der Zukunft.,6.573,6.573,9.018,1,Yes,7.498,7.498,8.768,1,No,6.326,6.326,7.632,1,No,12.733,12.733,16.125,1,No,34.542,38.665,40.336,2,No,18.586,18.586,19.847,1,Yes,10.318,29.559,35.379,3,4,5,4,8.774,163.75,165.613,8,"'- ""schutzloser"" in privaten Wohnraum
- Durchsuchungen greifen Invasiv in den Wohnraum ein",2.576,30.625,33.851,6,,5.128,5.128,6.787,1,Agree completely,Agree completely,,no
100,979,True,DE,I consent,No,20.322,20.322,22.388,1,No,13.916,13.916,15.089,1,No,20.219,20.219,21.612,1,No,18.343,18.343,20.038,1,No,28.366,28.366,29.58,1,No,14.593,14.593,15.855,1,No,24.404,41.464,43.235,2,No,15.164,15.164,16.933,1,auch hier würde der missbrauch den zweck aufwiegeln,No,29.903,29.903,31.674,1,die meinungsfreiheit und privatsspähre steht über dem erfasser von delikten die auf anderem wege aufgeklärt werden können,No,12.25,13.699,14.805,2,"das eindringen in die privatsphäre aller verdächtigten steigert das unwohlsein der bevölkerung und sorgt ggf nur für eine umlagerung der delikte in die reale welt
",No,37.563,37.563,39.072,1,das risiko für den missbrauch der technologie ist zu hoch,10.821,10.821,12.417,1,Yes,4.416,4.416,6.81,1,Yes,12.873,12.873,13.986,1,No,4.035,4.035,6.777,1,No,13.825,13.825,15.391,1,No,10.248,10.561,12.206,2,Yes,17.307,45.534,49.645,3,2,3,2,22.766,103.918,142.626,3,"smartphones und computer speichern speichern im gegensatz um wohnraum intime konversationen. auch bilder auf dem smartphone sind ggf bilder die man sich nicht in die wohnung hängen würde, da sie zu intim sind",6.054,35.937,37.89,5,,9.284,9.284,10.424,1,Agree completely,Agree somewhat,,no
100,1045,True,EN,I consent,Yes,16.486,16.486,17.099,1,No,20.745,20.745,21.99,1,No,18.464,18.464,19.358,1,Yes,26.558,26.558,33.866,1,Yes,22.075,22.075,22.882,1,Yes,31.07,31.07,31.923,1,"Yes, onto the track with the other person",67.053,67.053,68.432,1,No,32.515,35.645,37.34,2,Everyone should have their own privacy. There must be another way to solve the problem without violating the privacy. ,No,31.062,31.062,32.2,1,I support the first part but in the second part it will be misused. ,No,29.5,29.5,30.436,1,Again privacy should be there. ,No,27.008,27.008,38.776,1,Again I am againt the second part of the scenerio. ,26.206,26.206,26.827,1,Yes,7.51,7.51,11.762,1,No,15.52,15.52,16.24,1,Yes,14.788,24.843,32,3,No,9.899,9.899,10.443,1,No,45.835,45.835,46.392,1,Yes,4.114,73.747,74.385,15,3,4,3,1.223,111.687,111.695,9,,8.733,57.612,58.501,33,,9.363,20.35,21.03,3,Agree completely,Agree completely,,yes
